,Close,Volume,Volatility,30 mavg,30 std,30 upper band,30 lower band,26 ema,12 ema,MACD,Signal,Crossover,UpperDiff,UpperGrad,LowerDiff,LowerGrad,CrossDiff,CrossGrad
0,434.33,36278900,0.020122947988856422,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,434.33,434.33,0.0,0.0,10371.51760819809,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9937.18760819809,0.11794175321665534
1,433.44,30096600,0.009666851236618673,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,433.8678846153846,433.84791666666666,-0.019967948717919626,-0.01109330484328868,10371.399666444873,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9937.959666444873,0.11794175321665534
2,430.01,39633800,0.020999511639264272,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,432.48178413011334,432.3499769053118,-0.13180722480154827,-0.06056622285896883,10370.570833455493,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9940.560833455493,0.8288329893803166
3,433.09,38477500,0.012560899582073006,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,432.65181470855583,432.583573275862,-0.06824143269381011,-0.06316622619055463,10371.450159998321,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9938.360159998321,-0.879326542828494
4,431.96,34522600,0.010417631262153903,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,432.49138002418357,432.4141506454467,-0.07722937873688807,-0.06734969612937348,10371.386309736494,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9939.426309736495,0.06385026182761067
5,429.11,34042500,0.012863834448043714,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,431.81411657425923,431.61106820788353,-0.2030483663756968,-0.10413158046624228,10370.203029346527,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9941.093029346526,1.183280389966967
6,458.05,87562200,0.06481825128261107,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,436.48003243831283,437.5108233345305,1.0307908962176953,0.18308702140587707,10382.78337644936,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9924.733376449361,-12.580347102833912
7,453.23,56993000,0.03307371533217132,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,439.1788672486533,440.79117322327556,1.6123059746222452,0.5265552123321426,10385.946958859387,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9932.716958859388,-3.16358241002672
8,447.61,32278000,0.01731417975469717,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,440.4285462105293,442.1401798620365,1.7116336515072135,0.8003142109860376,10383.628811089628,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9936.018811089627,2.3181477697598893
9,447.99,35995900,0.017768253755664144,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,441.4719532402066,443.24871850468077,1.776765264474193,1.0190959298732498,10381.586840377315,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9933.596840377315,2.041970712312832
10,448.43,40450000,0.015164016680418373,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,442.3744141092642,444.19676808880337,1.822353979539173,1.1948442013750058,10379.857053075315,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9931.427053075315,1.7297873019997496
11,435.69,115607000,0.028667171612844017,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,441.55312851356143,442.6842926491392,1.1311641355777624,1.1811683938805992,10370.853064361081,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9935.16306436108,9.003988714233856
12,432.37,173888000,0.024862964590512755,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,440.47732666459126,440.8933396106031,0.4160129460118469,1.0192349172846784,10363.500942078754,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9931.130942078753,7.3521222823274
13,430.31,43945500,0.012711765936185473,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,439.3354148811769,439.0913347819868,-0.2440800991901142,0.7549484732589244,10358.240773317388,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9927.930773317388,5.260168761366003
14,364.33,153351000,0.18093486674169026,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,431.2216662808942,426.56753133661704,-4.654134944277189,-0.36631931326041556,10314.533632261999,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9950.203632261999,43.707141055389
15,387.54,120352000,0.09199050420601738,412.24699999999996,28.005259992390354,468.2575199847807,356.23648001521923,426.6522051515897,420.11792406852777,-6.5342810830619555,-1.6356398644800128,10306.415916021784,90.00751998478069,0.6556266496565399,22.01351998478077,3.7150400170101534,9918.875916021783,8.117716240214577
