0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
40.301819713711744,39.339165844917304,40.28438695967198,40.80754800438881,40.46897462844849,43.626192847490316,45.01433406949044,46.39783162534238,45.92513651072979,43.33966173470021,43.12047231435776,41.26127747416497,42.80777810692788,40.767266178727155,39.42486654222012,43.86757039666176,41.30935097754002,45.146180520355706,42.997018750905994,40.45363485991955,41.4925066035986,41.63947018146516,43.033553682565696,44.971655162572866,44.31375177562237
39.486990510225304,39.27223995685578,40.30780233204366,40.86545031666756,40.7324348038435,41.508487145304684,45.724674578607086,47.187842892408376,46.26116230905057,44.84992144674063,41.800097898244864,41.29815373778344,43.52783183753491,42.080194903612146,38.70204647123814,40.87553202152253,44.032721537649635,44.61206892579794,42.99038915336133,41.61357239484788,40.75502787649632,41.18876925706864,43.27670926094056,44.9137016505003,44.6685787588358
38.85256921052933,40.112490633726125,40.08925833940506,40.49970536530019,40.70839882791043,43.3339459758997,45.944098276793966,45.47514074712992,46.608615746200094,43.4961655408144,42.20055010378361,42.506828821897514,41.80572987556458,40.9372991424799,39.95307619690896,42.215134287476545,42.864595914483075,44.42658448487521,42.62271567642689,41.20022559881211,40.97133769631387,41.64986063659192,42.9012285912037,44.66213689386845,44.748242534995086
38.587272048592574,39.99026586532593,40.55181434333325,40.42353558719159,40.876973373293886,43.575585730075844,45.00983391791583,46.599641818702224,46.24418492287398,42.57281759858132,42.6104959923029,42.267541155219085,41.631385268569,41.030048344731334,39.794912276268015,42.85646290481091,42.60734332621098,44.3143397974968,42.751388515830044,40.66978797733784,41.31981590509415,41.79459624767304,42.92180159926415,44.964006223678595,44.66916445344687
39.75699339866639,39.57424116492272,40.41427307903767,40.406729642748836,40.4142839396,43.60728460848332,45.77375035673381,45.34681699723006,47.029557954072956,42.56325875222684,42.294507931470875,42.82512242496014,41.19612496078015,41.33654427409173,39.880135108828554,42.10702825009823,43.48219575464726,44.018805278539666,42.8820131534338,41.06826511204243,40.607536785602576,42.23184403836728,42.64321886658669,44.73629901945591,45.15722028195859
38.98703538417817,40.179854047298434,40.09100533843041,40.99376630902291,40.477486206293115,43.566726614236835,45.43235401034356,45.437056633830075,47.02521372914315,42.42900668680669,42.07364908754826,42.880565595626834,41.11073611676694,41.19741581618786,39.88550022661686,42.15205924451352,43.54173801183701,43.84118078172207,42.76365784823895,41.10394671380521,40.74506098330021,42.07614856839181,42.77382333457471,44.60882937520743,45.04269410073758
39.04900264978409,39.8012827718258,40.28682127714158,40.73420042097569,40.816321787238124,42.881077593564996,45.53528188675643,45.770655096471316,46.48040913522244,43.537780112624176,41.79164993226529,42.46545318245888,41.89989715695382,40.64398948729039,40.02062734305859,42.3925245064497,42.116554514765745,44.86526586979628,42.26417748391629,41.46693463385106,41.168186939954765,41.17239773511887,43.40088427603246,44.14551778644324,44.938866349160676
37.20771842837334,41.08456526458264,40.05509876787663,40.31826881110669,41.32251553058625,42.6806878066063,45.95454691350461,46.04956287026406,45.46088858634234,43.76237809300423,42.99222458839417,41.0296325403452,42.785278124809274,41.2600517821312,39.03747183561326,43.6427489989996,42.60418290257454,43.317681508064275,43.391038400530825,41.21392387092114,40.86697544991971,41.83622478306294,43.120504896044736,44.82605458527804,44.174625644981866
40.098541017174725,38.998867191076286,40.97464241027833,40.29154872477055,40.86872400045395,43.749450920820244,45.41172669947148,45.64380140125752,46.959859519600876,42.794065871238715,42.224345595836645,42.90495531558991,41.09581991016866,41.08648292958737,39.80281721413136,41.93427083671094,43.100465607047084,44.292681508958346,42.562524888515476,41.136353080272684,40.73961518704892,42.039680351614955,42.69612532019616,44.60578609049321,45.05452125310899
39.89670832693577,39.43102603256703,40.46765274286271,40.53493392646313,40.44888879418374,43.62331169545651,46.30184132099152,45.34870673507453,46.66427767962218,43.38187363743783,41.55529306590558,43.34083622694016,41.39233808577061,40.79541210174561,40.183653692603116,41.76518119037152,43.718993249535565,44.214405557513246,42.53923363685608,41.31529325664044,40.37789950430394,42.14086200475693,43.00077185094357,44.46326137959958,45.116414822041996
