0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6536.135933595895,6832.303742183743,6738.8883442193255,6857.383078313469,6851.510227303802,7214.221160482167,7146.71704929903,7374.005241127907,7338.597224292679,6934.442991198896,7026.475063227414,6814.7451984483,6920.43592832744,6899.514150966703,6662.328774778842,7048.615500064938,7013.881251139043,7279.780076798646,7232.424405125378,6907.325174478888,6950.18577500671,7043.782078647314,7373.400599615573,7470.993665846287,7558.940956334172
6320.120272102653,6948.117529168426,6725.505393960772,6806.686556800602,6915.461141931712,7105.732537190764,7303.69641366735,7324.758997409044,7300.8714681932315,6970.680784146784,6873.400851517021,7011.474774727969,6874.650592935084,6858.581508593558,6716.138996591269,7062.329897930919,7081.134592102765,7345.556486904471,7111.739531315415,6938.877933351397,6912.335152494907,7075.98017682433,7440.733241424336,7520.557671542464,7605.57153399771
6469.155587038099,6726.194303842782,6931.436621351241,6877.463289171754,6790.56671991825,6907.957426650225,7326.603106141909,7474.743947445078,7320.261133277862,7103.827760817705,6907.0379757454975,6791.929537358879,6914.567945092916,7007.134913789927,6861.937161257564,6760.060053903758,7044.265105580686,7375.062206680401,7316.465405811145,7056.281767116337,6874.157750651835,6876.126566197871,7168.388184733091,7543.642406882828,7689.068007201663
6716.234436903893,6680.507520947157,6777.458998454212,6829.973993080854,6783.371270462571,7237.842597956806,7178.1904474768035,7336.404391340612,7294.036473496853,6905.261477217375,6949.969198912679,6905.966506617068,6888.862900358437,6858.694185618161,6631.101598243712,7142.832923833726,7022.066494840234,7321.709755230321,7131.019791158735,6886.922413667738,6933.7056429642425,7065.352746394425,7421.075190360247,7560.888824487179,7536.015441130734
6542.789863016902,6759.556757873892,6715.232553020119,6920.612524825631,6734.8851178622235,7287.679159161149,7020.9151064199195,7369.639924119859,7334.096068428306,6876.799436361788,6925.957501530944,6889.358615427016,6962.446822794376,6819.071772754191,6663.5197038972365,7098.761244790404,7083.58539718747,7166.685740226804,7161.002692547886,6916.91445211023,6960.084994255303,7075.713247187435,7368.131492372824,7488.393368492871,7554.103355412892
6768.785899944304,6653.305834855436,6781.421686618327,6907.9265442079295,6771.733058494328,7206.978030769973,7212.199996403455,7298.4943181324,7317.625472437142,6971.0070846804965,6867.831797555982,6896.9701399579635,6954.227384967803,6796.142477045058,6665.155914741754,7161.6536178238675,6958.687144793569,7329.139177091195,7160.786714950798,6873.390238171219,6956.945598486959,7007.011623419522,7432.360747979356,7563.922605494856,7496.751547885946
6200.526139022707,6724.83683297485,7065.04699425578,6918.673075529634,6717.9866763558975,6787.699281161128,7242.5149438969775,7504.273846497535,7444.663910001962,7206.986768825351,6947.576009133755,6721.794234112202,6815.386388173996,6967.672818307279,6894.400992077588,6832.60011787027,6964.6133817306145,7211.259398606717,7319.681828136145,7155.710742671787,7006.12784293264,6872.321402429341,7130.46981236726,7532.326714942603,7611.240217749978
6492.696227425336,6709.792375400959,6826.21670906782,6920.549483147561,6716.157350497543,7218.162342656105,7081.258520869909,7473.304741844534,7318.4968041875945,6920.647237648367,6985.315630412399,6868.883476385473,6910.569187512992,6910.665824819504,6697.7675344070785,6955.5430408492675,7066.051351926922,7361.835883072017,7104.865075720548,6915.231558504103,7026.861851852237,7019.032713832556,7298.787741234003,7548.898137718885,7646.234264224189
6383.542674029469,6871.910434527992,6797.289915385543,6792.811801653504,6827.669221250414,7207.174058468937,7135.382235381453,7430.467083699553,7286.965112407504,6946.3737484732255,6998.570661924182,6775.327152340709,6953.082739613055,6921.604274161159,6615.718311600088,7009.629648550301,7078.742280119358,7323.769203163533,7172.552247168867,6925.900524621903,6962.817412101923,7007.928401037901,7321.280852370559,7520.531198027654,7648.049894477482
6581.152479714154,6781.700985192059,6720.769607344567,6869.861978988646,6812.6526137343035,7137.865000202953,7190.837166694998,7266.34984528154,7344.3823157005,6902.151527498661,6856.5099111723885,7028.423489977567,6866.587083512245,6853.076054907738,6732.628145987688,7026.201590023934,7169.600899140238,7271.1326338577255,7140.128116646109,6944.875032326578,6832.184441792964,7121.162466696202,7447.633232888802,7528.505511455982,7597.740276301353
