Close,Volume,Volatility,30 upper band,30 lower band,Crossover,UpperDiff,UpperGrad,LowerDiff,LowerGrad,CrossDiff,CrossGrad
7569.94,32941541447,0.015811221753408825,7684.968861161842,6148.010472171491,7001.7883874279105,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-568.1516125720891,1.556088651805112
7550.9,34636526286,0.018543484882596713,7684.968861161842,6148.010472171491,7000.232298776105,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-550.6677012238943,1.556088651805112
7429.72,43500782316,0.05520934840074721,7684.968861161842,6148.010472171491,6982.1269375466,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-447.5930624534003,18.105361229505434
7117.21,33249153866,0.03907289513727994,7684.968861161842,6148.010472171491,6918.657212840701,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-198.55278715929944,63.46972470589935
6880.32,32589741511,0.014550195339751725,7684.968861161842,6148.010472171491,6850.713951484332,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-29.60604851566768,67.94326135636857
6881.96,37747113936,0.058818999238589,7684.968861161842,6148.010472171491,6838.022060236058,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-43.93793976394227,12.69189124827426
7189.42,31311210215,0.015782914338013394,7684.968861161842,6148.010472171491,6933.947820255474,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-255.47217974452633,-95.92576001941597
7257.66,32447188386,0.02489920993818945,7684.968861161842,6148.010472171491,7010.959142196035,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-246.70085780396494,-77.01132194056117
7096.18,32513423567,0.01646660597673683,7684.968861161842,6148.010472171491,7003.169545684606,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-93.01045431539387,7.789596511428499
7116.8,46783242377,0.08134976393884889,7684.968861161842,6148.010472171491,7007.828548756013,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-108.97145124398685,-4.659003071406914
6642.11,32288311031,0.044452741673956055,7684.968861161842,6148.010472171491,6850.333778615195,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,208.22377861519544,157.49477014081822
6842.43,34110434052,0.024076241919902826,7684.968861161842,6148.010472171491,6842.807427408904,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,0.3774274089037135,7.52635120629111
6845.04,38619308647,0.04344167455559057,7684.968861161842,6148.010472171491,6852.246625179424,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,7.206625179424009,-9.439197770519968
6971.09,35759567632,0.04430727475904053,7684.968861161842,6148.010472171491,6917.600087048799,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-53.489912951201404,-65.35346186937477
6859.08,31222085946,0.01984960082110132,7684.968861161842,6148.010472171491,6922.006150076688,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,62.92615007668792,-4.406063027889104
6865.49,43622840992,0.07302464936952781,7684.968861161842,6148.010472171491,6935.529111931048,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,70.03911193104796,-13.522961854359892
7302.09,34815139178,0.022234730056737137,7684.968861161842,6148.010472171491,7127.4902440536025,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-174.59975594639764,-191.96113212255477
7334.1,37563249549,0.02766665303172848,7684.968861161842,6148.010472171491,7254.092541019386,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,-80.0074589806145,-126.60229696578335
7176.41,44243482668,0.040581572123108846,7684.968861161842,6148.010472171491,7254.258897826048,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,77.84889782604841,-0.1663568066624066
7271.78,46896904615,0.06723113185492402,7684.968861161842,6148.010472171491,7283.184461687868,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,11.404461687868206,-28.925563861819683
6791.13,29510409856,0.024661580620603574,7684.968861161842,6148.010472171491,7079.004109344358,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,287.87410934435775,204.1803523435101
6867.53,33185988584,0.02656996037876795,7684.968861161842,6148.010472171491,6983.383029273102,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,115.85302927310204,95.62108007125607
6733.39,38976504903,0.04899166690181322,7684.968861161842,6148.010472171491,6866.803982994351,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,133.4139829943506,116.57904627875087
6793.62,47660646124,0.07246946399710316,7684.968861161842,6148.010472171491,6830.511420709601,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,36.891420709601334,36.29256228474969
6606.78,40346426266,0.06208773411556005,7684.968861161842,6148.010472171491,6734.148486426914,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,127.36848642691439,96.36293428268709
6438.64,32786468812,0.02024651168569769,7684.968861161842,6148.010472171491,6613.855390575407,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,175.21539057540667,120.29309585150713
6429.84,37101651525,0.09548760155773708,7684.968861161842,6148.010472171491,6559.1534921556795,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,129.31349215567934,54.70189841972751
5922.04,28373690931,0.05578820811747305,7684.968861161842,6148.010472171491,6315.294469999614,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,393.25446999961423,243.8590221560653
6242.19,34885225901,0.0560155970901238,7684.968861161842,6148.010472171491,6357.137717376931,1215.168861161842,66.28918872822669,321.78952782850956,-9.389188728227055,114.947717376931,-41.8432473773164
