0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
39.35619986116887,39.52430274784565,40.35343065738679,40.7563932043314,40.742465308904656,42.8890988945961,45.54169349730015,46.27587061345578,45.91474527984858,44.01735073894263,43.185089557170876,41.39582587778569,41.8360711836815,41.53083818256856,39.0803601962328,42.4686927330494,42.237521009445196,44.24015362352134,43.003516470193865,41.6548130530119,41.259721310734754,41.39384304940701,42.862133669853215,44.36718263924122,44.143903441429146
39.07940291523934,40.110099758505825,39.868900632858285,40.656283643841746,40.870235170125966,42.39632260024548,45.1836207574606,46.908562756478794,45.432978492677215,44.06891824036837,44.41885874629021,40.169918184280405,42.56181119441987,42.75401522040368,38.722875478267675,42.17258105278016,42.53688310086728,44.16443843752146,42.848945844173436,42.01377635896206,41.38961363613606,41.065289317965515,42.868474686741834,44.760049517750744,44.2346698153019
36.09136122703553,40.21906067728997,42.29041039645672,42.34530588448048,40.57839634537697,39.64623583257199,42.85013274848462,46.296547572612766,48.42402778089047,48.41518728315831,44.93890048235655,40.9743662416935,39.800604762434965,40.77336050570012,42.622805663943296,42.679791034460074,42.915241819620135,43.97468114107848,43.60830394983292,42.85430630743504,41.75864002883435,41.30590817928315,41.39805694758893,43.17239511132241,46.061167381107815
40.527680622339254,40.608607326746,39.432971624732026,38.929781602621084,41.06567409217358,44.345253612399105,46.47490515738726,47.463400182724,47.29206550300122,44.69152557551861,42.34137746393681,39.753626624345785,39.9571225321293,41.092794467806826,41.441345597505574,42.82253140509129,43.57757476449013,43.73420269131661,43.1706636273861,41.98446990728379,41.32888602614403,40.938585343360906,42.35417430937291,44.62922473549843,45.876912510991104
39.260538476705555,39.38984743475915,40.68767532348633,41.37822090625764,40.19996936023236,42.938526865243915,46.31123338013888,46.69868316531182,45.4096538835764,42.750165926814084,42.465614539384845,41.15193953871728,41.61316900253296,42.033803235888485,41.0338852262497,42.09802949845791,42.56605767428876,44.549098609685906,44.03973513364792,41.31023844063283,40.36484045386315,40.4582149142027,43.048738300204285,45.550768272876745,45.04900874197484
38.78244100809098,39.08615663349629,40.88584645271302,41.58560954988003,41.707212163209924,41.18258649408818,44.37835117608309,49.73372471272946,49.22297030895949,44.83926490783692,41.10111831307412,40.728179014921196,43.00508814871312,44.994589567184455,43.4772510957718,40.866665148139006,40.084636394381526,42.89628238081933,46.486722224950796,45.64491771191359,41.384796200990685,38.60814449787141,40.264645560383805,45.56296933889389,48.475824905633935
40.045830053687105,38.84819085240365,39.82734036386014,41.43853116035462,39.92773850500584,42.15985402524472,45.68927845448256,47.00165872097016,46.79360758304597,43.99946106553078,42.39957611441613,41.433842500448236,42.123134464025505,42.24464088380337,40.57576808929444,41.08040256619454,43.145913957357415,44.32268303662539,43.71965884685517,41.60204623520375,40.67433389842511,40.796229746937755,42.80483799755574,44.962797598242766,45.22103229165078
39.97326598227025,40.162644710540775,39.86741428732873,39.846161718368535,40.927591351270685,43.42540897727013,46.40839041918517,47.28155015140772,46.6112540870905,43.85530727028847,41.99076748192311,41.0670999288559,42.10595460593701,42.43073506772519,41.46875610530377,42.104685471653944,42.399335630536086,43.32578659057618,44.04295218735934,42.98931861221791,41.25544224917889,40.31444123864175,42.17824250876904,44.70324877679349,46.19697483420373
38.90969731986523,39.335526005029685,41.27025915920735,40.92369861543179,39.554608371257785,39.83192662417889,44.690449604094034,47.618952138125906,46.83995891153813,45.45989872366191,42.56951909065247,40.70356742918492,41.496622756719596,42.38507726371289,41.145002742409716,39.61933732271195,42.275542286634455,45.35748051792384,46.95142939597369,44.22925349771977,40.701913520693786,39.66016062498093,40.76017733454705,43.88782069087029,46.58757185518742
37.6339039605856,40.69021979808808,40.88454163372517,39.90651541471482,41.34313818693162,41.534547840356836,42.66139634490014,46.860109133422384,48.82735182940961,47.92973023205996,42.96128905236721,39.13512070298196,41.08338301479817,43.168381357789045,42.930285249948504,40.08770527899266,40.015723023414616,43.5431498849392,46.372912065088755,45.48073626399041,41.71214441001416,39.3209635424614,40.37082927823067,42.72213326394559,45.42211870610715
