Date,Open,High,Low,Close,Volume,Market Cap
"Mar 15, 2020",123.25,132.24,121.85,125.21,12719251813,13787534423
"Mar 14, 2020",133.58,134.48,122.41,123.31,12740784545,13575727275
"Mar 13, 2020",112.69,137.43,95.18,133.2,27864623061,14663417618
"Mar 12, 2020",194.74,195.15,111.21,112.35,22134741655,12366138225
"Mar 11, 2020",200.77,202.95,184.36,194.87,16984790291,21446678546
"Mar 10, 2020",202.86,205.71,198.06,200.77,18344930072,22093126953
"Mar 09, 2020",201.32,207.45,192.27,201.99,23645428606,22224520906
"Mar 08, 2020",237.78,237.78,200.6,200.69,21381823651,22079071207
"Mar 07, 2020",243.75,249.98,237.55,237.85,19431652027,26164459704
"Mar 06, 2020",229.17,243.55,228.74,243.53,19374772256,26785082139
"Mar 05, 2020",224.64,234.36,224.64,229.27,18201291785,25213804821
"Mar 04, 2020",224.57,228.04,222.09,224.52,16567075208,24688386921
"Mar 03, 2020",230.52,232.33,221.73,224.48,19853178572,24681090483
"Mar 02, 2020",218.71,232.81,217.28,230.57,20305587789,25347534007
"Mar 01, 2020",219.75,226.68,214.13,218.97,18179807469,24069393932
"Feb 29, 2020",226.83,232.26,219.85,219.85,18181296376,24162913195
"Feb 28, 2020",226.99,234.21,216.35,226.76,22563530559,24919509265
"Feb 27, 2020",225.69,237.23,212.66,226.75,25645522790,24915636231
"Feb 26, 2020",247.74,249.65,221.27,225.68,26235617201,24794645345
"Feb 25, 2020",265.28,265.43,246.86,247.82,21878882134,27223398195
"Feb 24, 2020",273.71,275.54,259.63,265.22,22400845640,29131114037
"Feb 23, 2020",262.28,273.75,261.96,273.75,19585998814,30065188433
"Feb 22, 2020",265.55,266.39,258.91,262.33,16906032862,28807130266
"Feb 21, 2020",257.89,267,255.69,265.6,20867593292,29162464509
"Feb 20, 2020",259.82,263.7,250.95,257.95,23229828870,28318879771
"Feb 19, 2020",282.04,283.54,259.76,259.76,22679414413,28514562065
"Feb 18, 2020",266.51,283.2,261.46,281.94,26511477187,30945457816
"Feb 17, 2020",259.89,266.87,244.34,266.36,26024080089,29231690264
"Feb 16, 2020",264.9,272.88,242.48,259.89,25152366643,28518254585
"Feb 15, 2020",284.56,287.12,264.28,264.73,23682452994,29045044403
"Feb 14, 2020",268.02,285.06,262.76,284.22,23558253463,31179427623
"Feb 13, 2020",265.05,273.74,258.92,268.1,25801317504,29407537084
"Feb 12, 2020",235.9,272.4,235.9,265.41,24545049386,29108513969
"Feb 11, 2020",223.38,236.55,218.62,235.85,16964695963,25863852653
"Feb 10, 2020",228.55,229.18,218.08,223.52,16210008511,24508831903
"Feb 09, 2020",222.98,229.86,222.98,228.58,15031356241,25060056859
"Feb 08, 2020",222.51,226.59,215.39,223.15,16741203125,24461492839
"Feb 07, 2020",212.32,223.14,212.3,222.73,16673443564,24412375482
"Feb 06, 2020",204.13,214.6,201.9,212.34,16425589683,23270983772
"Feb 05, 2020",189.3,206.8,188.75,204.23,14865434435,22379510312
"Feb 04, 2020",189.86,191.11,185.4,189.25,11714191695,20735478720
"Feb 03, 2020",188.61,193.44,188.01,189.87,12392875241,20800183238
"Feb 02, 2020",183.53,193.08,180.17,188.62,14054425389,20660936267
"Feb 01, 2020",180.11,183.85,179.75,183.67,11569697182,20116913728
"Jan 31, 2020",184.74,185.41,176.3,180.16,11728616394,19729633078
"Jan 30, 2020",174.92,186.26,172.37,184.69,12604789338,20223232964
"Jan 29, 2020",176.35,178.84,175.05,175.05,10725267311,19165292202
"Jan 28, 2020",170.88,176.37,170.74,176.37,11772875064,19307396128
"Jan 27, 2020",168.01,172.92,166.9,170.93,11004476145,18709615891
"Jan 26, 2020",161.18,168.22,160.28,168.08,9261861590,18394952135
"Jan 25, 2020",163.07,163.23,158.63,161.28,8256956802,17649296256
"Jan 24, 2020",162.9,164.31,156.75,163.05,10657671162,17840465424
"Jan 23, 2020",168.3,168.31,160.3,162.93,10396868698,17824835899
"Jan 22, 2020",169.61,171.01,166.77,168.29,9209827928,18409534609
"Jan 21, 2020",167.06,169.91,165.82,169.7,9789369362,18560711557
"Jan 20, 2020",166.9,169.11,162.33,167.12,11144529787,18276600992
"Jan 19, 2020",175.47,177.25,163.68,166.97,13713374132,18257853532
"Jan 18, 2020",170.75,178.53,166.79,175.37,14929342256,19173512823
"Jan 17, 2020",164.49,173.07,162.78,170.78,14997091826,18669811576
"Jan 16, 2020",166.33,167.06,159.71,164.39,13735193018,17969103321
"Jan 15, 2020",165.73,170.43,161.11,166.23,15173694057,18167930411
"Jan 14, 2020",144.25,167.68,144.06,165.96,16712318373,18135588271
"Jan 13, 2020",146.22,146.79,142.91,144.23,8378529470,15759102081
"Jan 12, 2020",143.03,146.15,142.71,145.87,8528167453,15937115426
"Jan 11, 2020",143.41,146.48,142.21,142.93,9332208590,15613213640
"Jan 10, 2020",138.97,144.17,135.52,143.96,9084816203,15724494553
"Jan 09, 2020",141.16,141.39,136.24,138.98,7697325348,15178151517
"Jan 08, 2020",143.49,146.83,138.27,141.26,9387194957,15425115411
"Jan 07, 2020",144.31,145,140.49,143.54,9257954672,15672773110
"Jan 06, 2020",136.31,144.33,136.08,144.3,9093747121,15753803340
"Jan 05, 2020",135.07,139.41,135.05,136.28,7526675353,14875569430
"Jan 04, 2020",134.17,136.05,133.04,135.07,7430904515,14741946278
"Jan 03, 2020",127.41,134.55,126.49,134.17,10476845358,14642130120
"Jan 02, 2020",130.82,130.82,126.95,127.41,8032709256,13902505466
"Jan 01, 2020",129.63,132.84,129.2,130.8,7935230330,14271059633
"Dec 31, 2019",132.61,133.73,128.8,129.61,8936866397,14139765786
"Dec 30, 2019",134.8,136.76,131.55,132.63,9796951716,14468140712
"Dec 29, 2019",128.27,136.81,128,134.76,9708776786,14698483422
"Dec 28, 2019",127.21,130.26,126.9,128.32,8069298610,13995233088
"Dec 27, 2019",126.37,128.1,124.82,127.21,8299390176,13873046817
"Dec 26, 2019",126.49,130.9,125.41,126.36,8600871980,13778664460
"Dec 25, 2019",129.07,129.07,124.89,126.45,8418019054,13787538200
"Dec 24, 2019",128.63,131.67,127.31,129.06,7961819689,14070696528
"Dec 23, 2019",132.31,134.73,127.42,128.61,9622497693,14020312860
"Dec 22, 2019",128.1,133.16,127.93,132.37,9121058481,14428651183
"Dec 21, 2019",129.1,129.15,127.61,128.13,7449064703,13964992761
"Dec 20, 2019",129.38,129.76,126.99,129.07,8173594150,14065549620
"Dec 19, 2019",133.05,134.19,125.97,129.32,9564699140,14092012421
"Dec 18, 2019",122.66,133.39,119.78,133.09,11864518321,14501554620
"Dec 17, 2019",133.65,134.01,121.4,122.6,9057166141,13357486656
"Dec 16, 2019",143.14,143.22,132.46,133.61,8992282119,14555616655
"Dec 15, 2019",142.86,143.93,139.43,143.11,7235153411,15589117504
"Dec 14, 2019",144.95,145.53,142.43,142.87,7048066973,15560820323
"Dec 13, 2019",145.66,145.86,143.75,144.94,7264810247,15785338920
"Dec 12, 2019",143.62,145.75,141.44,145.6,7890383413,15855473988
"Dec 11, 2019",146.32,147.14,143.05,143.61,7037180049,15636405555
"Dec 10, 2019",148.18,148.56,144.91,146.27,6859512025,15924221614
"Dec 09, 2019",151.22,151.91,147.62,148.23,6744206747,16135631420
"Dec 08, 2019",148.74,152.39,148.31,151.26,6441727252,16464729150
"Dec 07, 2019",149.2,149.8,148.37,148.77,5911233284,16191247024
"Dec 06, 2019",149.4,149.67,147.61,149.19,6458766441,16235876301
"Dec 05, 2019",146.69,153.16,145.46,149.25,6745910228,16240052430
"Dec 04, 2019",147.92,150.68,145,146.75,7865937094,15966157442
"Dec 03, 2019",149.06,150.31,146,147.96,6204379850,16095928402
"Dec 02, 2019",151.18,152.12,147.61,149.06,6670561362,16214125032
"Dec 01, 2019",152.49,152.49,147.07,151.19,7102780298,16443650814
"Nov 30, 2019",155.29,156.69,151.23,152.54,6565950868,16589132426
"Nov 29, 2019",151.77,156.85,151.46,155.3,7503898278,16887922522
"Nov 28, 2019",153.07,156.61,151.09,151.72,7346531960,16496129470
"Nov 27, 2019",148.4,154.89,143.53,153.01,8778095308,16634910472
"Nov 26, 2019",146.4,150,145.22,148.97,7648516297,16193326033
"Nov 25, 2019",142.7,150.21,133.8,146.48,10962753356,15921080564
"Nov 24, 2019",153.43,153.97,142.83,142.83,7782769098,15523459920
"Nov 23, 2019",150.21,154.1,147.6,153.42,8289198330,16671705910
"Nov 22, 2019",161.51,163.03,142.34,150.27,12020749863,16327536038
"Nov 21, 2019",175.67,176.21,159.37,161.46,8546371325,17541867626
"Nov 20, 2019",177.42,178.99,175.29,175.7,7205785149,19086228092
"Nov 19, 2019",180.5,182.53,175.2,177.46,7536699743,19274876583
"Nov 18, 2019",185.04,186.93,179.18,180.56,7787662111,19609782345
"Nov 17, 2019",183.35,188.19,182.34,185.12,7364325471,20102654601
"Nov 16, 2019",180.5,184.16,179.99,183.35,6789888120,19908020821
"Nov 15, 2019",186.06,186.25,179.38,180.52,8815678477,19598770324
"Nov 14, 2019",188.27,188.63,184.99,186,7872664470,20191206220
"Nov 13, 2019",186.94,189.33,185.94,188.26,7343173596,20434064781
"Nov 12, 2019",185.56,187.95,184.19,186.84,7792186666,20278071676
"Nov 11, 2019",189.5,190.34,185.09,185.49,7877424106,20128792760
"Nov 10, 2019",184.94,190.92,184.69,189.48,8752784211,20559121065
"Nov 09, 2019",184.31,185.84,183.9,185.03,7277418704,20074095541
"Nov 08, 2019",187.92,188.82,182.54,184.21,9176780911,19983058356
"Nov 07, 2019",191.5,191.86,186.57,187.98,9081247799,20389037934
"Nov 06, 2019",189.11,193.55,188.67,191.59,10156458684,20778894603
"Nov 05, 2019",186.31,191.26,184.33,189.3,10024177342,20528094420
"Nov 04, 2019",182.32,188.02,181.82,186.36,10551917945,20205859402
"Nov 03, 2019",183.99,185.02,179.82,182.43,8760247744,19777347724
"Nov 02, 2019",184.02,185.71,182.8,183.93,8087991830,19937622287
"Nov 01, 2019",183.8,185.06,181.09,183.97,9145611130,19940014311
"Oct 31, 2019",184.8,188.75,180.07,183.97,9607939606,19937256794
"Oct 30, 2019",190.34,191.11,181.55,184.69,10484902804,20013431227
"Oct 29, 2019",182.67,191.85,182.36,190.34,10622761958,20623205054
"Oct 28, 2019",184.4,187.88,180.25,182.66,10406734124,19788729316
"Oct 27, 2019",179.93,188.16,177.68,184.24,10815941952,19957408085
"Oct 26, 2019",181.67,195.94,176.13,179.84,13831784986,19477741705
"Oct 25, 2019",162.19,183,161.97,181.52,10358594018,19658140299
"Oct 24, 2019",162.51,164.15,160.89,162.17,7300917537,17560021218
"Oct 23, 2019",172.26,172.42,157.46,162.4,9624925919,17583244177
"Oct 22, 2019",174.91,175.65,172.27,172.3,6990951966,18652588580
"Oct 21, 2019",175.52,177.74,173.29,174.92,6815820627,18933882640
"Oct 20, 2019",172.97,176.72,171.21,175.53,6801091120,18997957789
"Oct 19, 2019",173.65,175.61,172.22,172.91,6551453871,18711940303
"Oct 18, 2019",177.99,178.18,171.01,173.62,7566257807,18786275035
"Oct 17, 2019",175.91,178.9,174.57,178.03,6737237423,19260755682
"Oct 16, 2019",181.34,181.67,174.06,176.01,7691244590,19040429002
"Oct 15, 2019",186.98,187.76,179.46,181.41,7731456579,19621350993
"Oct 14, 2019",182.03,187.3,181.66,186.96,7276520699,20219637357
"Oct 13, 2019",180.86,185.08,180.32,182.08,6733182273,19688808994
"Oct 12, 2019",182.53,186.3,179.98,180.83,7494328840,19551368532
"Oct 11, 2019",191.8,195.32,181.66,182.57,9128522970,19737401838
"Oct 10, 2019",193.19,193.9,188.31,191.66,8375913276,20717535747
"Oct 09, 2019",182.04,194.3,180.67,193.29,9088122101,20891536595
"Oct 08, 2019",181.11,184.36,179.13,182.02,7466282780,19670825764
"Oct 07, 2019",172.94,182.36,171.53,181.19,7844316834,19578142143
"Oct 06, 2019",176.36,177.36,171.3,173.06,5852890674,18697637484
"Oct 05, 2019",176.95,177.71,173.07,176.35,5837211771,19050956367
"Oct 04, 2019",175.24,178.55,173.56,176.99,6248928449,19116991692
"Oct 03, 2019",180.7,180.8,172.6,175.2,6381403725,18921747814
"Oct 02, 2019",177.22,180.83,175.33,180.71,6335595250,19514521236
"Oct 01, 2019",180.21,185.05,175.81,177.34,7676276225,19148222892
"Sep 30, 2019",170.46,179.87,167.04,179.87,7552915148,19419149343
"Sep 29, 2019",174.61,175.21,167,170.5,6497088199,18405401315
"Sep 28, 2019",174.68,175.78,170.77,174.57,6895423445,18842313324
"Sep 27, 2019",166.65,175.61,163.21,174.71,7909313625,18854855889
"Sep 26, 2019",170.76,171.69,157.13,166.73,7848286154,17991000062
"Sep 25, 2019",168.13,174.72,164.91,170.89,9766632018,18438188568
"Sep 24, 2019",201.84,203.5,162.73,168.11,11757739233,18135747380
"Sep 23, 2019",211.71,211.84,201.89,201.92,7494673136,21780534855
"Sep 22, 2019",215.49,216.09,207.64,211.55,7812854576,22815755536
"Sep 21, 2019",217.9,220.96,215,215.52,7743309778,23241121351
"Sep 20, 2019",221.07,221.6,215.16,218.05,8027974273,23511410671
"Sep 19, 2019",211.25,222.87,204.69,221.28,10620070913,23856751722
"Sep 18, 2019",208.05,216.71,208.05,211.39,9194634557,22787891774
"Sep 17, 2019",197.11,213.73,196.72,208.61,10232590812,22484889435
"Sep 16, 2019",189.69,198.2,189.69,197.11,8242029488,21243167877
"Sep 15, 2019",188.07,190.4,186.45,189.79,6222874780,20451239362
"Sep 14, 2019",181.32,188.45,180.37,188.11,6500686511,20267272633
"Sep 13, 2019",180.98,181.5,178.58,181.11,5955041237,19511050764
"Sep 12, 2019",178.8,182,177.85,181.02,5838605477,19498542852
"Sep 11, 2019",179.84,181.76,176.5,178.73,7157139035,19249367782
"Sep 10, 2019",181.21,184.06,178.12,179.79,6291476772,19361276593
"Sep 09, 2019",181.36,184.15,177.42,181.15,7232938985,19505534124
"Sep 08, 2019",178.28,182.98,178.14,181.36,6472677266,19525276831
"Sep 07, 2019",169.96,180.85,169.44,178.26,6791531342,19189873689
"Sep 06, 2019",174.17,177.72,168.34,169.96,6797611878,18293376881
"Sep 05, 2019",175.97,176.16,171.75,174.22,5589476516,18749645579
"Sep 04, 2019",179.49,180.14,175.33,175.99,5938120494,18938360723
"Sep 03, 2019",178.36,182.35,175.97,179.5,6962728938,19313265198
"Sep 02, 2019",171.7,180.15,170.45,178.35,6503447137,19186913439
"Sep 01, 2019",172.46,173.7,169.53,171.63,5554799576,18461846968
"Aug 31, 2019",168.89,174.32,167.8,172.47,5830212249,18549906272
"Aug 30, 2019",169.49,170.77,167.07,168.83,5776520220,18156660601
"Aug 29, 2019",173.96,174,167.17,169.52,7129569083,18227677831
"Aug 28, 2019",187.5,187.93,172.19,173.89,6696604087,18695530287
"Aug 27, 2019",188.95,188.96,185.47,187.52,6042327402,20158029984
"Aug 26, 2019",186.74,193.44,186.74,188.93,7207986636,20307338403
"Aug 25, 2019",191.23,192.16,184.96,186.84,5826017143,20080495261
"Aug 24, 2019",194.67,194.78,187.63,191.29,6249737982,20555802874
"Aug 23, 2019",191.11,195.91,189.56,194.71,6658162377,20920364879
"Aug 22, 2019",186.94,194.42,183.38,191.33,7569043874,20555295233
"Aug 21, 2019",196.62,197.03,182.69,186.89,7775772700,20075644245
"Aug 20, 2019",202.81,203.02,195.62,196.57,6408417610,21112106339
"Aug 19, 2019",194.56,203.56,193.11,203.09,6145148692,21810324618
"Aug 18, 2019",185.84,197.52,183.69,194.49,5969012024,20884307088
"Aug 17, 2019",185.53,186.7,182.59,185.69,5512696513,19936235953
"Aug 16, 2019",188.64,188.91,180.38,185.44,7133915837,19907120204
"Aug 15, 2019",186.68,189.46,178.14,188.5,8197244441,20233249251
"Aug 14, 2019",208.6,209.07,186.33,186.61,7444456154,20027397541
"Aug 13, 2019",211.34,211.38,205.42,208.71,5946313205,22396531009
"Aug 12, 2019",216.06,216.14,210.95,211.29,5674315559,22670420643
"Aug 11, 2019",206.73,216.6,206.51,216.09,6440605605,23183002869
"Aug 10, 2019",210.53,213.73,203.79,206.73,6584748527,22176113561
"Aug 09, 2019",220.91,221.36,208.25,210.49,6964818795,22576055651
"Aug 08, 2019",226.52,226.77,216.52,220.94,6713525644,23694202562
"Aug 07, 2019",225.93,229.66,222.78,226.39,7020342210,24275514217
"Aug 06, 2019",234.25,239.12,223.55,226.02,7647742672,24232708406
"Aug 05, 2019",222.65,235.64,222.6,234.22,7765060287,25108076876
"Aug 04, 2019",222.58,224.23,218.49,222.67,5238542572,23867371249
"Aug 03, 2019",217.9,224.62,217.33,222.49,5697798687,23845116864
"Aug 02, 2019",217.88,222.18,215.98,217.87,6159440229,23347127327
"Aug 01, 2019",218.55,218.81,212.91,217.81,5965442642,23337361749
"Jul 31, 2019",210.49,218.65,210.44,218.65,6003828340,23425015630
"Jul 30, 2019",211.34,213.61,206.87,210.52,5489918859,22551013736
"Jul 29, 2019",211.12,213.93,208.76,211.27,5485190664,22627969069
"Jul 28, 2019",207.41,212.04,202.25,211.19,5504887934,22616386468
"Jul 27, 2019",219.62,223.52,204.9,207.41,6257703908,22208955063
"Jul 26, 2019",219.63,220.24,214.13,219.63,5729852178,23514586698
"Jul 25, 2019",216.97,224.25,216.14,219.62,6731281160,23510336984
"Jul 24, 2019",212.55,217.54,203.89,217.05,7168982843,23232101232
"Jul 23, 2019",217.57,218.52,209.64,212.73,6976091534,22767023810
"Jul 22, 2019",225.7,226.86,213.45,217.56,6338843919,23281138563
"Jul 21, 2019",229.17,229.86,219.03,225.63,6685082868,24141704293
"Jul 20, 2019",221.41,234.2,221.19,229.12,7976245988,24511869214
"Jul 19, 2019",226.66,226.94,215.84,221.33,7606433131,23675884534
"Jul 18, 2019",211.44,229.24,208.04,226.57,9327816059,24232572603
"Jul 17, 2019",199.07,217.98,193.99,211.48,9387747640,22616651114
"Jul 16, 2019",229.75,234.51,197.38,199.19,9036620494,21298941499
"Jul 15, 2019",227.97,235.03,210.39,229.78,9723674244,24566488597
"Jul 14, 2019",269.28,269.64,227.27,227.58,8578339386,24328422207
"Jul 13, 2019",276.29,276.69,263.07,269.46,6716829429,28801816023
"Jul 12, 2019",268.69,278.86,268,276.28,8148936015,29526802979
"Jul 11, 2019",289.95,290.02,266.09,268.7,10216287022,28713849048
"Jul 10, 2019",308.85,313.07,285.57,290,11679985167,30985827113
"Jul 09, 2019",313.33,318.22,305.29,308.88,10055159803,32998749928
"Jul 08, 2019",305.73,314.27,303.5,313.25,9078905628,33461369498
"Jul 07, 2019",287.6,310.14,286.11,305.7,8119724981,32650611906
"Jul 06, 2019",287.89,295.99,286.67,287.55,7674615025,30707785756
"Jul 05, 2019",284.38,293.92,282.69,288,8723493015,30751916427
"Jul 04, 2019",303.03,303.96,282.77,284.52,8403513106,30377082394
"Jul 03, 2019",291.76,303.34,291.4,303.1,9926711979,32356299765
"Jul 02, 2019",293.54,295.66,272.6,291.6,10618413952,31124332021
"Jul 01, 2019",290.27,301.03,280.02,293.64,10292223948,31338571563
"Jun 30, 2019",319.58,322.79,290.7,290.7,10303111000,31020295932
"Jun 29, 2019",311.28,322.04,294.75,320.06,10929374565,34149263832
"Jun 28, 2019",294.14,313.03,292.94,311.23,11514656820,33202586960
"Jun 27, 2019",336.96,343.43,278.57,294.27,14038092503,31389390615
"Jun 26, 2019",317.99,361.4,315.95,336.75,16437084081,35916727561
"Jun 25, 2019",310.68,318.13,307.64,318.13,9641764965,33925713000
"Jun 24, 2019",307.72,312.33,299.56,310.42,8205712062,33100160024
"Jun 23, 2019",309.42,318.57,305.76,307.83,8161062380,32819043043
"Jun 22, 2019",295.12,315.19,294.73,309.38,10613731255,32980338717
"Jun 21, 2019",271.74,295.3,271.74,294.91,9331694140,31433771859
"Jun 20, 2019",269.41,274.07,265.5,271.7,6408981097,28955655290
"Jun 19, 2019",265.06,270.33,264.75,269.43,5516510947,28710780975
"Jun 18, 2019",274.32,274.32,263.14,265.05,6205242504,28240458529
"Jun 17, 2019",269.09,275.44,268.35,274.35,6009795781,29227567867
"Jun 16, 2019",268.9,278.14,265.54,269.22,9676746453,28677606760
"Jun 15, 2019",263.93,271.51,262.12,269.02,8126853944,28652203067
"Jun 14, 2019",256.18,265.37,254.15,264.09,8676891267,28123338884
"Jun 13, 2019",260.91,262.16,255.6,256.17,8442077836,27276572627
"Jun 12, 2019",245.93,261.02,244.49,260.9,8645598618,27777154177
"Jun 11, 2019",247.86,248.66,239.83,245.78,7382269700,26163906569
"Jun 10, 2019",232.83,247.66,229.34,247.52,8141159848,26345596475
"Jun 09, 2019",245.54,245.97,229.26,233.09,7566421456,24806123509
"Jun 08, 2019",251.25,252.38,243.23,245.74,7225996863,26149221979
"Jun 07, 2019",249.34,254.35,246.6,250.93,8379534528,26698353830
"Jun 06, 2019",246.93,249.94,238.5,249.47,8265146806,26540057659
"Jun 05, 2019",241.5,248.14,239.98,247.05,8548917062,26278874480
"Jun 04, 2019",252.51,252.51,236.13,241.34,10132549747,25667971281
"Jun 03, 2019",270.09,270.33,251.26,252.61,9375712917,26863086906
"Jun 02, 2019",265.51,272.81,265.04,270.23,8744111713,28732949885
"Jun 01, 2019",268.43,273.56,263.52,265.39,9942869852,28215330784
"May 31, 2019",256.02,268.66,249.11,268.11,11255023515,28501098831
"May 30, 2019",269.55,287.2,247.35,255.86,13604268584,27194892741
"May 29, 2019",271.78,273.76,263.09,269.46,9819132174,28636457373
"May 28, 2019",272.59,274.32,267.51,271.77,10362846898,28878512607
"May 27, 2019",267.14,278.51,265.44,272.86,12074664736,28991071396
"May 26, 2019",251.72,269.17,247.25,267.07,9664267731,28371943145
"May 25, 2019",249.69,257.36,249.09,251.76,8924985385,26742086786
"May 24, 2019",245.99,255.26,243.24,249.48,9929433206,26497014858
"May 23, 2019",244.67,247.62,233.79,245.97,10671663487,26119891327
"May 22, 2019",255,258.8,242.73,244.7,9818257463,25982060192
"May 21, 2019",251.65,262.11,248.2,255.22,11545049593,27095257004
"May 20, 2019",261.27,261.55,241.8,251.86,10834541285,26736046292
"May 19, 2019",234.45,263.74,233.76,261.29,12049250894,27733299057
"May 18, 2019",243.91,246.36,233.1,234.6,10933142646,24896520187
"May 17, 2019",263.85,266.98,227.77,243.76,16037551694,25866318005
"May 16, 2019",246.94,275.39,245.8,264.01,18661465873,28010958253
"May 15, 2019",217.01,247.45,216.82,247.15,13460006534,26219111162
"May 14, 2019",196.74,217.87,196.05,217.15,12751049755,23033114137
"May 13, 2019",187.42,205.1,185.31,196.85,10367149039,20876934045
"May 12, 2019",194.16,201.88,183.65,187.33,10326050090,19864635091
"May 11, 2019",173.14,203.47,173.14,194.3,12578331654,20602050120
"May 10, 2019",170.31,175.89,168.99,173.14,8036919053,18355936406
"May 09, 2019",170.95,172.88,167.25,170.29,6546914198,18051087500
"May 08, 2019",169.9,172.18,166.41,170.95,6416569598,18118602844
"May 07, 2019",172.43,180.39,169.69,169.8,8411140170,17994460619
"May 06, 2019",163.34,175.76,159.99,172.65,7540096853,18294624766
"May 05, 2019",164.02,165.4,159.7,163.45,5938415562,17317292591
"May 04, 2019",167.89,170.65,161.79,164.03,6658100049,17376070198
"May 03, 2019",162.08,170.07,161.08,167.95,7299410672,17789626262
"May 02, 2019",160.85,162.94,160.06,162.12,6044171062,17169962760
